"PROGRAM_INT_ID","INDUSTRY_TYPE_CODE","BILL_AUTHORIZATION_DATE","TMSP_ADDED","TMSP_LAST_UPDT","STAFF_ID_LAST_UPDT","VPIC_APPLICATION_DATE","VPIC_ACRES","BROWNFIELD_APP_TYPE_CODE"
55661743,20,,05/01/2009 14:28:26,04/05/2012 13:51:57,"SVANPAT ",,4,60256338
55616022,20,,05/01/2009 15:47:47,05/01/2009 15:47:47,"SVANPAT ",,,
56248688,20,,07/08/2009 10:01:54,07/27/2009 11:54:08,"SVANPAT ",,2,
56469882,20,,08/18/2009 15:14:03,08/18/2009 15:14:03,"SVANPAT ",,,
56576678,20,,09/11/2009 11:46:27,08/31/2011 16:13:20,"MKOPLIT ",,20,60256332
56315444,20,,09/30/2009 19:17:47,03/04/2013 16:19:18,"SVANPAT ",,3,60256338
56315523,20,,09/30/2009 19:39:16,09/30/2009 19:39:16,"SVANPAT ",,,
56592012,20,,10/01/2009 14:52:05,10/01/2009 14:52:05,"TFINCH  ",,,
56487829,20,,10/01/2009 15:12:18,11/24/2009 11:02:53,"MKOPLIT ",,1,
56528975,20,,10/09/2009 15:38:27,02/04/2014 09:00:14,"MKOPLIT ",,2,60256338
56329927,20,,10/23/2009 13:11:02,10/23/2009 13:11:02,"SVANPAT ",,,
56759908,20,,11/04/2009 12:19:46,02/06/2014 15:31:40,"MKOPLIT ",,6,60256338
56601345,20,,11/04/2009 12:35:34,11/04/2009 12:35:34,"TFINCH  ",,,
57395472,2,,12/28/2009 14:40:52,12/28/2009 14:40:52,"SVANPAT ",,12,
57327371,20,,01/04/2010 11:27:46,10/03/2011 16:33:07,"MKOPLIT ",,21.2,
57480107,21,,01/27/2010 10:53:22,01/27/2010 10:53:22,"SVANPAT ",,.2,
435955,20,,02/08/2010 08:55:23,01/15/2014 09:51:20,"MKOPLIT ",,10,
57590567,18,,02/19/2010 09:47:24,02/19/2010 09:47:24,"SVANPAT ",,9.3,
57590719,13,,02/19/2010 12:09:08,02/19/2010 12:09:08,"SVANPAT ",,2.07,
57590826,18,,02/19/2010 13:05:15,02/19/2010 13:05:15,"SVANPAT ",,1.64,
57590892,4,,02/19/2010 14:22:33,02/19/2010 14:22:33,"SVANPAT ",,1,
57594935,37,,02/23/2010 12:00:16,02/23/2010 12:00:16,"SVANPAT ",,.5,
57663828,36,,03/17/2010 14:39:19,06/12/2013 14:18:34,"MKOPLIT ",,238,60256338
57679235,13,,03/29/2010 17:48:21,03/29/2010 17:48:21,"SVANPAT ",,30,
57680799,21,,04/01/2010 09:52:55,04/01/2010 09:52:55,"SVANPAT ",,.58,
57684852,23,,04/01/2010 15:15:32,04/01/2010 15:15:32,"SVANPAT ",,.8,
57688447,20,,04/02/2010 10:25:31,04/02/2010 10:25:31,"SVANPAT ",,.5,
57737000,30,,04/20/2010 14:27:38,04/20/2010 14:27:38,"SVANPAT ",,.5,
57941882,13,,05/21/2010 12:43:25,05/21/2010 12:43:25,"SVANPAT ",,.5,
57942022,20,,05/24/2010 09:48:49,06/02/2010 16:50:58,"SVANPAT ",,1.82,
58221661,20,,07/02/2010 14:37:09,07/02/2010 14:37:09,"SVANPAT ",,,
58224852,1,,07/06/2010 16:04:13,07/06/2010 16:04:13,"SVANPAT ",,17,
58287081,22,,07/14/2010 11:34:04,07/14/2010 11:34:04,"SVANPAT ",,2.81,
58469026,21,,08/20/2010 15:36:01,08/20/2010 15:36:01,"SVANPAT ",,15,
58536330,21,,09/07/2010 13:09:29,09/07/2010 13:09:29,"SVANPAT ",,1.31,
58537453,22,,09/07/2010 17:14:42,09/07/2010 17:14:42,"SVANPAT ",,4.5,
58550306,13,,09/08/2010 15:08:29,09/23/2011 11:12:50,"SVANPAT ",,1.6,60256332
58550527,21,,09/08/2010 17:53:38,09/08/2010 17:53:38,"SVANPAT ",,2.3,
58581068,22,,09/15/2010 14:52:10,09/29/2014 10:04:20,"MKOPLIT ",,1.63,60256338
58757438,20,,10/08/2010 10:19:46,10/08/2010 10:19:46,"SVANPAT ",,5,
58837679,22,,10/11/2010 17:20:43,05/09/2014 14:11:35,"SVANPAT ",,1,60256338
58928932,21,,10/28/2010 15:21:42,10/28/2010 15:21:42,"SVANPAT ",,3,
58930345,21,,10/28/2010 17:14:15,10/28/2010 17:14:15,"SVANPAT ",,.4,
58953861,20,,11/09/2010 16:10:08,11/09/2010 16:10:08,"SVANPAT ",,45,
58975067,21,,11/16/2010 16:20:29,11/16/2010 16:20:29,"SVANPAT ",,63,
59172891,13,,01/04/2011 12:11:54,01/04/2011 12:11:54,"SVANPAT ",,.4,
59273335,14,,01/18/2011 17:20:13,01/18/2011 17:20:13,"SVANPAT ",,2.3,
57774810,20,,01/25/2011 14:30:12,01/25/2011 14:30:12,"SVANPAT ",,,
59440322,36,,02/15/2011 12:36:08,02/15/2011 12:36:08,"SVANPAT ",,5.5,
59451612,21,,02/16/2011 16:17:09,02/16/2011 16:17:09,"SVANPAT ",,13,
59471897,22,,02/25/2011 13:10:00,02/25/2011 13:10:00,"SVANPAT ",,.3,
59177091,20,,02/28/2011 13:42:21,12/18/2012 10:27:40,"SVANPAT ",,3,
59489560,21,,03/02/2011 18:03:20,03/02/2011 18:03:20,"SVANPAT ",,1,
59499280,2,,03/03/2011 17:07:01,03/03/2011 17:07:01,"SVANPAT ",,1.75,
59499294,2,,03/03/2011 17:24:25,12/18/2012 10:39:28,"SVANPAT ",,2.15,60256332
59557069,21,,03/11/2011 12:41:48,03/11/2011 12:41:48,"SVANPAT ",,.98,
59562838,21,,03/14/2011 14:05:00,03/14/2011 14:05:00,"SVANPAT ",,1.5,
59728729,22,,03/17/2011 17:07:49,03/17/2011 17:07:49,"SVANPAT ",,7,
59728879,18,,03/17/2011 18:08:01,03/17/2011 18:08:01,"SVANPAT ",,4.7,
59736477,27,,03/21/2011 15:27:33,09/02/2011 10:15:10,"SVANPAT ",,1,60256332
59747676,20,,04/21/2011 16:50:39,04/21/2011 16:50:39,"SVANPAT ",,7.65,
59796370,30,,04/11/2011 11:29:12,04/11/2011 11:29:12,"SVANPAT ",,.5,
59804429,13,,04/13/2011 12:26:09,04/13/2011 12:26:09,"SVANPAT ",,.22,
59767938,20,,04/27/2011 16:16:57,04/27/2011 16:16:57,"TFINCH  ",,,
59889299,13,,04/29/2011 11:46:21,12/02/2011 15:24:14,"SVANPAT ",,2.04,60256332
59953835,20,,05/04/2011 12:42:47,08/10/2011 16:22:21,"SVANPAT ",,.62,60256338
60119622,24,,05/23/2011 11:07:56,08/10/2011 16:15:38,"SVANPAT ",,.56,60256332
59764586,21,,05/23/2011 12:32:21,05/23/2011 12:32:21,"SFRYE   ",,,
60247291,20,,05/31/2011 11:47:23,05/31/2011 11:47:23,"SVANPAT ",,13,
60283213,21,,06/03/2011 13:56:41,07/22/2011 16:38:14,"SVANPAT ",,5,60256332
60380275,21,,06/13/2011 16:02:23,06/13/2011 16:02:30,"SVANPAT ",,5,60256332
60385474,30,,06/15/2011 10:51:05,06/15/2011 11:01:52,"SVANPAT ",,1.66,60256332
60393275,9,,06/17/2011 15:27:28,06/17/2011 15:27:28,"SVANPAT ",,430,60256338
60494610,13,,06/27/2011 17:21:19,06/27/2011 17:21:19,"SVANPAT ",,.15,60256332
60561502,13,,07/25/2011 16:56:19,07/25/2011 16:56:19,"SVANPAT ",,.33,60256338
60642163,13,,08/03/2011 16:38:55,08/10/2011 16:10:16,"SVANPAT ",,.5,60256328
60654170,21,,08/04/2011 14:27:24,08/10/2011 16:09:19,"SVANPAT ",,17.93,60256338
60688814,20,,08/08/2011 11:03:30,08/08/2011 11:03:30,"SVANPAT ",,.27,60256332
60698866,13,,08/08/2011 16:56:06,08/08/2011 16:56:06,"SVANPAT ",,.16,60256338
60698902,13,,08/08/2011 17:14:48,08/08/2011 17:14:48,"SVANPAT ",,1.15,60256332
60805881,18,,08/19/2011 11:03:33,08/19/2011 11:03:33,"SVANPAT ",,2.8,60256338
60918720,12,,09/06/2011 11:54:23,09/06/2011 11:54:23,"SVANPAT ",,.5,60256329
60947585,20,,09/13/2011 15:06:48,09/13/2011 15:06:48,"SVANPAT ",,2.47,60256338
60994597,4,,09/21/2011 12:02:14,09/21/2011 12:02:14,"SVANPAT ",,1.81,60256338
60997591,20,,09/21/2011 16:28:04,09/21/2011 16:28:04,"SVANPAT ",,116,60256332
61050860,22,,10/03/2011 16:34:27,10/03/2011 16:34:32,"SVANPAT ",,48,60256332
61052483,13,,10/04/2011 15:34:44,10/04/2011 15:34:44,"SVANPAT ",,1,60603326
61152829,13,,10/20/2011 10:16:10,10/20/2011 10:16:10,"SVANPAT ",,1,60603326
61163141,30,,10/20/2011 10:55:00,10/20/2011 10:55:00,"SVANPAT ",,.48,60256338
61209362,20,,10/31/2011 10:57:47,10/31/2011 10:57:47,"SVANPAT ",,14.1,60256338
61210276,13,,10/31/2011 12:37:03,10/31/2011 12:37:03,"SVANPAT ",,1.27,60256332
59847046,4,,11/01/2011 15:39:27,11/01/2011 15:39:27,"MKOPLIT ",,4,60256338
61332800,30,,11/04/2011 14:29:05,11/04/2011 14:29:05,"SVANPAT ",,1,60256332
61528577,22,,11/14/2011 11:24:25,11/14/2011 11:24:25,"SVANPAT ",,2.9,60256338
61528626,21,,11/14/2011 12:12:57,11/14/2011 12:12:57,"SVANPAT ",,8.37,60256338
61537788,13,,11/14/2011 15:17:56,11/14/2011 15:17:56,"SVANPAT ",,.7,60256332
61650958,27,,12/05/2011 11:27:31,12/05/2011 11:27:31,"SVANPAT ",,1,60256328
61812907,21,,12/15/2011 16:13:31,12/15/2011 16:13:31,"SVANPAT ",,1,60256329
61861964,22,,01/03/2012 08:40:33,01/03/2012 08:40:33,"SVANPAT ",,383,60256338
61862484,21,,01/03/2012 09:37:57,01/03/2012 09:37:57,"SVANPAT ",,50,60256338
61912330,21,,01/13/2012 12:00:41,01/13/2012 12:00:41,"SVANPAT ",,.12,60256332
61987992,22,,01/19/2012 13:36:46,01/19/2012 13:36:46,"SVANPAT ",,3.34,60256338
61988045,13,,01/19/2012 13:57:05,01/19/2012 13:57:05,"SVANPAT ",,1,60603326
62001109,20,,01/19/2012 15:44:32,01/19/2012 15:44:32,"SVANPAT ",,11,60256332
62001130,13,,01/20/2012 11:49:13,01/20/2012 11:49:13,"SVANPAT ",,8,60256332
225992,20,,01/23/2012 10:59:51,01/23/2012 10:59:51,"SVANPAT ",,,
62169371,21,,02/03/2012 11:16:57,02/03/2012 11:16:57,"SVANPAT ",,.5,60256338
62168831,21,,02/03/2012 11:51:55,02/03/2012 11:51:55,"SVANPAT ",,.3,60256328
62170595,21,,02/03/2012 11:54:56,02/03/2012 11:54:56,"SVANPAT ",,.3,60256328
62170628,21,,02/03/2012 12:45:19,02/03/2012 12:45:19,"SVANPAT ",,3.36,60256332
62175064,36,,02/06/2012 16:54:09,02/06/2012 16:54:09,"SVANPAT ",,5,60256338
62175230,13,,02/06/2012 17:44:11,02/06/2012 17:44:11,"SVANPAT ",,.62,60256328
53598724,20,,12/05/2007 09:18:36,12/05/2007 09:18:36,"TFINCH  ",,,
53982016,20,,12/27/2007 10:32:02,12/27/2007 10:32:02,"SVANPAT ",,,
53992268,20,,01/31/2008 08:35:30,01/31/2008 08:35:30,"TFINCH  ",,,
438395,20,,02/08/2008 16:10:27,02/08/2008 16:10:45,"MKOPLIT ",,16.62,
54199243,20,,02/11/2008 16:59:12,02/28/2008 10:16:13,"MKOPLIT ",,3,
54176425,20,,02/28/2008 12:01:58,02/28/2008 12:02:01,"MKOPLIT ",,2,
54335501,20,,04/11/2008 15:03:54,04/11/2008 15:03:54,"SVANPAT ",,,
54374878,20,,04/25/2008 11:55:09,05/21/2008 10:52:06,"MKOPLIT ",,6,
54376660,20,,04/25/2008 14:43:07,04/25/2008 14:43:07,"SVANPAT ",,,
54313733,20,,04/28/2008 11:21:32,10/22/2009 12:53:12,"SVANPAT ",,3.83,
438435,20,,05/05/2008 16:04:51,05/05/2008 16:04:57,"MKOPLIT ",,1,
54349800,20,,05/05/2008 16:05:28,05/05/2008 16:05:30,"MKOPLIT ",,2,
54335418,20,,05/12/2008 12:01:54,05/12/2008 12:01:54,"TFINCH  ",,,
54494994,20,,05/30/2008 14:26:49,05/30/2008 14:26:49,"SVANPAT ",,,
54347443,20,,06/11/2008 12:18:01,06/11/2008 12:18:01,"TFINCH  ",,,
54667445,20,,07/31/2008 11:46:21,03/05/2014 07:44:55,"MKOPLIT ",,2,60256332
54937233,20,,09/24/2008 10:08:50,09/24/2008 10:08:50,"TFINCH  ",,,
54908070,20,,09/24/2008 10:44:21,09/24/2008 10:44:21,"TFINCH  ",,,
54937103,20,,09/24/2008 10:47:12,09/24/2008 10:47:12,"TFINCH  ",,,
55121112,20,,12/09/2008 12:54:11,12/09/2008 12:54:11,"TFINCH  ",,,
55681508,20,,04/22/2009 17:11:28,07/27/2009 11:18:40,"SVANPAT ",,2,
55611497,20,,05/04/2009 08:57:37,05/03/2012 11:29:18,"MKOPLIT ",,2,60256338
55655789,20,,05/04/2009 09:02:08,07/27/2009 11:19:20,"SVANPAT ",,2,
56315425,20,,07/08/2009 12:11:52,01/27/2010 14:27:12,"SVANPAT ",,.2,
57023849,20,,11/23/2009 11:39:04,11/23/2009 11:39:04,"SVANPAT ",,.25,
57324705,22,,12/04/2009 13:35:52,12/04/2009 13:35:52,"SVANPAT ",,9.88,
57459756,13,,01/20/2010 14:43:06,01/20/2010 14:43:06,"SVANPAT ",,1,
57538209,4,,02/02/2010 15:16:03,02/02/2010 15:16:03,"SVANPAT ",,2.64,
57596220,13,,02/24/2010 10:46:05,02/24/2010 10:46:05,"SVANPAT ",,1.45,
58012528,22,,06/04/2010 13:41:18,04/09/2012 10:28:49,"MKOPLIT ",,5.6,60256338
58013818,21,,06/04/2010 16:46:10,06/04/2010 16:46:10,"SVANPAT ",,2,
58462659,13,,08/18/2010 13:19:07,08/18/2010 13:19:07,"SVANPAT ",,1,
58287825,20,,08/31/2010 15:52:48,08/31/2010 15:52:48,"TFINCH  ",,,
58631487,13,,09/22/2010 11:03:20,09/22/2010 11:03:20,"SVANPAT ",,1,
58631766,20,,09/22/2010 13:19:34,10/26/2011 16:40:11,"MKOPLIT ",,1.26,60256332
58408046,20,,10/11/2010 14:53:48,10/11/2010 14:53:48,"TFINCH  ",,,
58855109,21,,10/15/2010 16:55:21,10/15/2010 16:55:21,"SVANPAT ",,1.81,
58913494,36,,10/22/2010 13:07:25,08/05/2013 15:28:15,"MKOPLIT ",,4.2,60256332
58746143,32,,11/02/2010 18:20:30,02/06/2013 11:04:56,"SVANPAT ",,1.6,60256332
59004022,22,,12/09/2010 10:15:41,12/09/2010 10:15:41,"SVANPAT ",,9,
59151827,21,,12/29/2010 15:19:11,12/29/2010 15:19:11,"SVANPAT ",,36,
59460882,21,,02/22/2011 11:38:43,02/22/2011 11:38:43,"SVANPAT ",,2.5,
59421767,2,,02/23/2011 12:15:04,02/23/2011 12:15:04,"TFINCH  ",,2.1,
59556508,20,,03/10/2011 16:06:39,03/10/2011 16:06:39,"SVANPAT ",,.88,
59764819,13,,03/31/2011 13:50:31,03/31/2011 13:50:31,"SVANPAT ",,1.3,
59772474,21,,04/01/2011 13:11:42,01/10/2013 10:25:03,"MKOPLIT ",,2.59,60256332
59773747,21,,04/01/2011 16:53:10,04/01/2011 16:53:10,"SVANPAT ",,3.38,
59820848,18,,04/18/2011 17:06:19,04/18/2011 17:06:19,"SVANPAT ",,7,
59821639,12,,04/19/2011 12:12:40,04/19/2011 12:12:40,"SVANPAT ",,4,
59821956,21,,04/19/2011 13:48:39,04/19/2011 13:48:39,"SVANPAT ",,.5,
59854887,21,,04/26/2011 15:54:20,04/26/2011 15:54:20,"SVANPAT ",,9.24,
59855415,13,,04/26/2011 16:28:51,01/15/2014 15:45:55,"SVANPAT ",,1.68,60256332
60029371,13,,05/10/2011 10:49:04,08/10/2011 16:21:49,"SVANPAT ",,.26,60256332
60351042,22,,06/09/2011 15:31:53,06/09/2011 15:31:53,"SVANPAT ",,4.28,60256332
60812941,13,,08/22/2011 11:12:44,08/22/2011 11:12:44,"SVANPAT ",,18,60256338
60868914,36,,08/26/2011 14:27:39,08/26/2011 14:27:39,"SVANPAT ",,5,60256332
60878392,21,,08/31/2011 09:06:09,08/31/2011 09:06:09,"SVANPAT ",,2,60256338
61038265,27,,09/29/2011 10:23:13,09/29/2011 10:23:13,"SVANPAT ",,.2,60256328
61044155,13,,09/29/2011 14:53:18,09/29/2011 14:53:18,"SVANPAT ",,1,60603326
61045633,13,,09/29/2011 15:27:43,09/29/2011 15:27:43,"SVANPAT ",,1.59,60256338
61045975,20,,09/29/2011 17:13:25,09/29/2011 17:13:25,"SVANPAT ",,1.9,60256338
61045983,20,,09/29/2011 17:44:08,09/29/2011 17:44:08,"SVANPAT ",,1,60256338
61054417,13,,10/05/2011 10:44:48,10/05/2011 10:44:48,"SVANPAT ",,.73,60256338
61054883,20,,10/05/2011 14:55:51,10/05/2011 14:55:51,"SVANPAT ",,.23,60256338
61055209,20,,10/05/2011 15:35:40,10/05/2011 15:35:40,"SVANPAT ",,1,60256332
61055295,22,,10/05/2011 16:00:56,10/05/2011 16:00:56,"SVANPAT ",,4.81,60256338
61064424,20,,10/12/2011 12:36:49,10/12/2011 12:36:49,"SVANPAT ",,1.5,60256338
61172123,13,,10/24/2011 13:52:13,10/24/2011 13:52:13,"SVANPAT ",,3.9,60256338
61190236,30,,10/24/2011 15:59:47,10/24/2011 15:59:47,"SVANPAT ",,.5,60256332
61198119,22,,10/28/2011 11:39:40,10/28/2011 11:39:40,"SVANPAT ",,16.84,60256338
61207427,21,,10/28/2011 15:25:38,10/28/2011 15:25:38,"SVANPAT ",,.85,60256338
61573086,2,,11/18/2011 14:57:07,11/18/2011 14:57:07,"SVANPAT ",,1,60256332
61583140,12,,11/28/2011 11:55:07,11/28/2011 11:55:07,"SVANPAT ",,1.37,60256338
61605768,21,,12/01/2011 17:42:06,12/01/2011 17:42:06,"SVANPAT ",,.9,60256338
61622598,13,,12/02/2011 11:18:29,12/02/2011 11:18:29,"SVANPAT ",,.41,60256332
61629596,21,,12/02/2011 11:52:23,12/02/2011 11:52:23,"SVANPAT ",,1,60256332
61804146,36,,12/12/2011 11:51:53,12/12/2011 11:51:53,"SVANPAT ",,.5,60256328
61804414,22,,12/12/2011 13:34:47,12/12/2011 13:34:47,"SVANPAT ",,.79,60256338
61805008,21,,12/12/2011 16:05:32,12/12/2011 16:05:32,"SVANPAT ",,1,60256338
61807206,22,,12/14/2011 10:37:00,12/14/2011 10:37:00,"SVANPAT ",,44,60256338
62065678,13,,01/26/2012 13:33:20,01/26/2012 13:33:20,"SVANPAT ",,.68,60256332
62163493,20,,01/31/2012 15:05:33,01/31/2012 15:05:33,"SVANPAT ",,19.25,60256332
62189293,20,,02/15/2012 10:14:52,02/15/2012 10:14:52,"SVANPAT ",,1.2,60256338
62195298,21,,02/16/2012 17:24:14,02/16/2012 17:24:14,"SVANPAT ",,1.77,60256338
53813232,20,,10/29/2007 11:07:57,10/29/2007 11:08:03,"MKOPLIT ",,4.76,
53712542,20,,10/30/2007 07:04:24,11/05/2007 16:07:08,"SVANPAT ",,1.22,
443297,20,,10/30/2007 07:12:25,10/30/2007 07:12:25,"TFINCH  ",,,
53737331,20,,11/14/2007 08:52:45,11/14/2007 08:52:45,"TFINCH  ",,,
434715,20,,11/14/2007 15:31:58,01/25/2012 11:19:51,"SVANPAT ",,148,60256338
53889935,20,,12/27/2007 07:51:24,12/27/2007 07:51:24,"TFINCH  ",,,
414175,20,,02/28/2008 15:05:05,03/03/2008 12:57:23,"MKOPLIT ",,5,
54265760,20,,04/09/2008 10:48:08,07/27/2009 11:39:14,"SVANPAT ",,25,
54312974,20,,05/12/2008 11:22:04,05/12/2008 11:22:04,"TFINCH  ",,,
54477664,20,,06/10/2008 15:30:46,06/10/2008 15:30:46,"TFINCH  ",,,
54604550,20,,07/10/2008 14:54:02,10/22/2009 19:40:55,"SVANPAT ",,202,
55026696,20,,09/26/2008 13:51:54,02/03/2014 15:16:19,"MKOPLIT ",,1,60256332
55028586,20,,09/29/2008 17:20:57,10/21/2008 14:16:34,"MKOPLIT ",,13.7,
54960710,20,,10/09/2008 16:45:56,02/06/2009 11:25:41,"SVANPAT ",,.5,
55031628,20,,10/28/2008 14:50:55,10/28/2008 14:50:55,"TFINCH  ",,,
55115222,20,,10/30/2008 10:53:17,10/30/2008 10:53:17,"RSUCHAN ",,,
55119486,20,,12/09/2008 12:00:39,12/09/2008 12:00:45,"MKOPLIT ",,1.11,
54932144,20,,12/22/2008 09:25:28,12/22/2008 09:25:28,"TFINCH  ",,,
55584689,20,,03/31/2009 11:19:57,03/31/2009 11:20:04,"MKOPLIT ",,4.7,
55595725,20,,04/09/2009 09:22:13,10/24/2011 15:26:02,"SVANPAT ",,15,60256338
55661480,20,,04/17/2009 11:26:00,04/05/2012 13:50:55,"SVANPAT ",,2,60256332
56137592,20,,06/10/2009 16:24:34,07/27/2009 11:37:58,"SVANPAT ",,1,
56487708,20,,08/27/2009 08:02:08,08/27/2009 08:02:08,"TFINCH  ",,,
57188750,20,,11/12/2009 13:10:16,11/12/2009 13:20:39,"SVANPAT ",,1.85,
57345512,36,,12/11/2009 14:51:11,12/11/2009 14:51:11,"SVANPAT ",,4,
57395288,21,,12/28/2009 11:23:08,12/28/2009 11:23:08,"SVANPAT ",,1,
57406032,2,,01/04/2010 11:57:52,01/04/2010 11:57:52,"SVANPAT ",,5,
57630653,21,,03/04/2010 10:44:09,03/04/2010 10:44:09,"SVANPAT ",,16,
57656302,1,,03/09/2010 16:42:50,03/09/2010 16:42:50,"SVANPAT ",,.7,
57673180,21,,03/23/2010 14:39:18,03/23/2010 14:39:18,"SVANPAT ",,.87,
57720948,4,,04/16/2010 16:37:33,04/16/2010 16:37:33,"SVANPAT ",,11.37,
57738671,30,,04/21/2010 14:15:44,05/11/2010 15:37:40,"SVANPAT ",,.5,
56315465,20,,05/06/2010 14:02:22,02/06/2014 11:55:16,"SVANPAT ",,1,60256338
57926549,13,,05/18/2010 13:12:35,12/13/2012 15:39:08,"SVANPAT ",,1,60256332
57995095,22,,06/01/2010 11:45:56,06/01/2010 11:45:56,"SVANPAT ",,1.5,
57996471,21,,06/01/2010 15:20:46,10/20/2011 15:53:37,"MKOPLIT ",,1.94,60256332
58466821,27,,08/19/2010 15:20:28,08/19/2010 15:20:28,"SVANPAT ",,.49,
58523610,21,,09/03/2010 14:36:27,09/03/2010 14:36:27,"SVANPAT ",,8.4,
58564949,13,,09/10/2010 10:51:50,09/10/2010 10:51:50,"SVANPAT ",,.25,
58565592,20,,09/10/2010 14:00:38,10/27/2011 15:45:31,"SVANPAT ",,10,60256338
58639842,20,,09/23/2010 13:24:34,09/23/2010 13:24:34,"SVANPAT ",,4,
58644228,21,,09/23/2010 14:49:18,09/23/2010 14:49:18,"SVANPAT ",,2,
58644579,34,,09/23/2010 15:53:15,09/23/2010 15:53:15,"SVANPAT ",,3.3,
58839792,20,,10/12/2010 15:17:13,10/12/2010 15:17:13,"SVANPAT ",,2.9,
58845649,20,,10/13/2010 11:15:59,03/05/2014 09:15:56,"MKOPLIT ",,3,60256332
58904756,21,,10/19/2010 13:37:01,10/19/2010 13:37:01,"SVANPAT ",,8.37,
58987968,21,,11/24/2010 11:21:47,11/24/2010 11:21:47,"SVANPAT ",,2,
58993801,38,,11/29/2010 18:13:07,10/11/2011 13:53:24,"MKOPLIT ",,2,60256332
58999185,21,,12/02/2010 14:17:18,10/26/2011 10:45:24,"MKOPLIT ",,18.5,60256332
58998163,22,,12/02/2010 16:03:09,12/02/2010 16:03:09,"SVANPAT ",,.47,
59097145,21,,12/14/2010 15:19:13,12/14/2010 15:19:13,"SVANPAT ",,.14,
59201594,22,,01/10/2011 14:18:27,01/10/2011 14:18:27,"SVANPAT ",,7,
59204075,22,,01/10/2011 17:29:53,11/02/2011 15:29:13,"MKOPLIT ",,3.5,60256332
59438222,21,,02/14/2011 12:13:42,09/22/2011 13:48:59,"SVANPAT ",,1.6,60256332
59438532,37,,02/14/2011 14:41:02,02/14/2011 14:41:02,"SVANPAT ",,.5,
59558246,36,,03/11/2011 16:53:25,03/11/2011 16:53:25,"SVANPAT ",,.5,
59455770,20,,03/21/2011 15:00:24,07/24/2013 07:47:45,"MKOPLIT ",,3,60256332
59796958,13,,04/11/2011 12:57:41,04/11/2011 12:57:41,"SVANPAT ",,.33,
59819437,36,,04/18/2011 13:48:30,04/18/2011 13:48:30,"SVANPAT ",,21,
59820827,2,,04/18/2011 16:48:57,04/18/2011 16:48:57,"SVANPAT ",,12,
59890551,8,,05/05/2011 12:25:08,08/10/2011 16:21:17,"SVANPAT ",,.5,60256329
59991487,21,,05/05/2011 14:16:34,08/10/2011 16:19:48,"SVANPAT ",,1.44,60256338
59991853,13,,05/05/2011 15:00:22,08/10/2011 16:19:07,"SVANPAT ",,2.55,60256332
60086952,13,,05/16/2011 15:34:27,08/10/2011 16:18:36,"SVANPAT ",,16.5,60256332
60090815,21,,05/17/2011 11:19:14,06/15/2011 16:04:27,"SVANPAT ",,.7,60256332
60254591,21,,06/01/2011 15:08:34,06/02/2011 11:53:53,"SVANPAT ",,7.02,60256332
60255780,21,,06/01/2011 15:56:48,06/02/2011 11:55:24,"SVANPAT ",,13,60256332
60713811,21,,08/10/2011 10:41:34,08/10/2011 10:41:34,"SVANPAT ",,,60603326
60714020,2,,08/10/2011 11:40:01,08/10/2011 11:40:01,"SVANPAT ",,1.25,60256338
60716615,30,,08/10/2011 17:13:59,08/10/2011 17:13:59,"SVANPAT ",,10.11,60256338
60749217,13,,08/15/2011 10:28:50,08/15/2011 10:28:50,"SVANPAT ",,.49,60256332
60749841,13,,08/15/2011 12:04:12,08/15/2011 12:04:12,"SVANPAT ",,.26,60256332
60752561,13,,08/15/2011 14:28:20,08/15/2011 14:28:20,"SVANPAT ",,.5,60256332
60803233,21,,08/18/2011 14:41:57,08/18/2011 14:41:57,"SVANPAT ",,1,60256338
60803315,20,,08/18/2011 15:07:32,08/18/2011 15:07:32,"SVANPAT ",,1.02,60256338
60866948,36,,08/26/2011 11:24:57,08/26/2011 11:24:57,"SVANPAT ",,2.74,60256332
60935811,20,,09/08/2011 10:40:06,09/08/2011 10:40:06,"SVANPAT ",,1.32,60256332
60936118,20,,09/08/2011 12:15:42,09/08/2011 12:15:42,"SVANPAT ",,1,60256338
60989238,13,,09/20/2011 11:06:47,09/20/2011 11:06:47,"SVANPAT ",,1,60256338
61036491,4,,09/28/2011 15:27:22,09/28/2011 15:27:22,"SVANPAT ",,12.2,60256328
61037253,21,,09/28/2011 16:23:49,09/28/2011 16:23:49,"SVANPAT ",,.55,60256338
61057355,20,,10/06/2011 16:27:10,10/06/2011 16:27:10,"SVANPAT ",,28.5,60256338
61198128,13,,10/27/2011 17:19:28,10/27/2011 17:19:28,"SVANPAT ",,1,60256332
61243708,21,,11/01/2011 13:06:23,11/01/2011 13:06:23,"SVANPAT ",,1,60256338
61249262,20,,11/01/2011 13:55:19,11/01/2011 13:55:19,"SVANPAT ",,8.39,60256338
61256880,25,,11/01/2011 15:03:45,11/01/2011 15:03:45,"SVANPAT ",,10,60256332
61828983,21,,12/23/2011 11:44:27,12/23/2011 11:44:27,"SVANPAT ",,2.5,60256332
61906035,21,,01/12/2012 11:33:50,01/12/2012 11:33:50,"SVANPAT ",,.5,60256332
61911304,36,,01/12/2012 14:25:15,01/12/2012 14:25:15,"SVANPAT ",,3.2,60256332
62180922,20,,02/10/2012 12:05:27,02/10/2012 12:05:27,"SVANPAT ",,2.61,60256338
53795217,20,,11/13/2007 14:33:17,11/13/2007 14:33:17,"TFINCH  ",,,
