"Reference ID","Box Number","Site Name","Street","City","County","Program","Latitude","Longitude","All Programs for Site","Covenant","RCRA Hazardous Waste Sites"
"3290","2011BAZ1814","DIESEL & MACHINE INC","227 20TH ST N","LEWISTON","Nez Perce","RCRA Hazardous Waste Sites","46.422927","-117.004161","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"14423","2012BAZ54","DIESEL PERFORMANCE","4315 E 3RD AVE STE A","POST FALLS","Kootenai","RCRA Hazardous Waste Sites","47.708","-116.89","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"107676","2013BAZ385","DIGITAL LIZARD","600 W BUCKLES RD","HAYDEN","Kootenai","RCRA Hazardous Waste Sites","47.776674","-116.794595","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3293","2011BAZ1818","DIRECT COMMUNICATIONS","17035A US HWY 89 N","PARIS","Bear Lake","RCRA Hazardous Waste Sites","42.242895","-111.401415","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3294","2011BAZ1819","DIRTY HARRYS CAR WASH","9765 USTICK RD","BOISE","Ada","RCRA Hazardous Waste Sites","43.63315","-116.303714","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3298","2011BAZ1825","DISTILLED RESOURCES INC","134 N 3300 E","RIGBY","Jefferson","RCRA Hazardous Waste Sites","43.646114","-112.041709","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"110507","2014BAZ93","DJI","211 W ARTHUR","GLENNS FERRY","ELMORE","RCRA Hazardous Waste Sites","42.949845","-115.300281","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3221","2011BAZ1650","D & L CLEANERS 1ST ST","594 E 1ST ST","IDAHO FALLS","Bonneville","RCRA Hazardous Waste Sites","43.496662","-112.021945","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3222","2011BAZ1651","D & L CLEANERS BROADWAY","1588 W BROADWAY","IDAHO FALLS","Bonneville","RCRA Hazardous Waste Sites","43.496816","-112.062866","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"14420","2012BAZ51","DOCS CAR CARE & TOWING","1215 1/2 S HARRISON ST","MOSCOW","Latah","RCRA Hazardous Waste Sites","46.723","-116.995","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"112817","2015BAZ72","DOME TECHNOLOGY","3007 E 49TH N","IDAHO FALLS","Bonneville","RCRA Hazardous Waste Sites","43.540205","-111.973531","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3301","2011BAZ1836","DON BLACK CHEMICALS","109 W WILSON","EDEN","Jerome","RCRA Hazardous Waste Sites","42.605888","-114.211545","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3303","2011BAZ1844","DON MARSH RESTORATION","2215 W HWY 53","POST FALLS","Kootenai","RCRA Hazardous Waste Sites","47.749719","-117.009285","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3310","2011BAZ1857","DORA BULL","13364 DUNN LN","CALDWELL","Canyon","RCRA Hazardous Waste Sites","43.721362","-116.659068","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3311","2011BAZ1860","DOUBLE J ELECTRIC","704 PARK AVE","MACKAY","Custer","RCRA Hazardous Waste Sites","43.90948","-113.61332","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3312","2011BAZ1861","DOUBLE R TRAILERS","1808 INDUSTRIAL RD","NAMPA","Canyon","RCRA Hazardous Waste Sites","43.596663","-116.549964","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3313","2011BAZ1862","DOUFAS PAINTING CONTRACTORS MERIDIAN","45 JOHNSON LN","MERIDIAN","Ada","RCRA Hazardous Waste Sites","43.595922","-116.394331","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3314","2011BAZ1863","DOUFAS PAINTING CONTRACTORS MH","220 S 2 E","MOUNTAIN HOME","Elmore","RCRA Hazardous Waste Sites","43.13003","-115.692084","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3315","2011BAZ1864","DOUG ANDRUS DISTRIBUTING LLC","6300 S 45 W","IDAHO FALLS","Bonneville","RCRA Hazardous Waste Sites","43.441142","-112.123976","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3223","2011BAZ1652","D & R ANTIFREEZE RECYCLING","4580 WISTERIA","BOISE","Ada","RCRA Hazardous Waste Sites","43.646432","-116.319599","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3322","2011BAZ1887","DREXLER ENTERPRISES INC","","RATHDRUM","Kootenai","RCRA Hazardous Waste Sites","47.784506","-116.945612","Different, Other, National Priorities List (NPL), RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"8398","2011BAZ1890","DRIGGS REED MEMORIAL AIRPORT","675 AIRPORT RD","DRIGGS","Teton","RCRA Hazardous Waste Sites","43.738414","-111.105595","RCRA Hazardous Waste Site, Underground Storage Tanks","","RCRA Hazardous Waste Sites"
"3324","2011BAZ1891","DRISCOLL AVIATION INC","2961 W 1900TH S (MOSER & AIRPORT RD)","ABERDEEN","Bingham","RCRA Hazardous Waste Sites","42.921239","-112.887433","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3240","2011BAZ1684","DRIVE LINE SERVICE OF LEWISTON LLC","2706 7TH AVE N","LEWISTON","Nez Perce","RCRA Hazardous Waste Sites","46.427265","-116.991868","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3540","2011BAZ2373","DRIVELINES INC","5070 A E SELTICE WAY","POST FALLS","Kootenai","RCRA Hazardous Waste Sites","0","0","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3325","2011BAZ1893","DRIVE LINE SVC","7646 LEMHI ST NO 1","BOISE","Ada","RCRA Hazardous Waste Sites","43.58397","-116.277582","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3321","2011BAZ1883","DR JAMES SOLOMON","1942 ADDISON AVE E","TWIN FALLS","Twin Falls","RCRA Hazardous Waste Sites","42.562866","-114.446849","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3327","2011BAZ1896","DRY CREEK DEVELOPMENT","6598 W DRY CREEK RD","BOISE","Ada","RCRA Hazardous Waste Sites","43.731796","-116.28974","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"112825","2015BAZ79","DRY DOCK GARAGE BOAT REPAIR","10220 N GOVT WAY STE A","HAYDEN","Kootenai","RCRA Hazardous Waste Sites","47.764614","-116.785737","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"4590","2011BAZ4834","DRY VALLEY MINE","2275 DRY VALLEY RD","SODA SPRINGS","Caribou","RCRA Hazardous Waste Sites","42.74873","-111.32883","Mining, RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3224","2011BAZ1653","D & T & ASSOC INC","370 S 2ND W","REXBURG","Madison","RCRA Hazardous Waste Sites","43.8182","-111.789954","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3337","2011BAZ1915","DUTCH GIRL CLEANERS","1970 W PULLMAN RD","MOSCOW","Latah","RCRA Hazardous Waste Sites","46.733991","-117.029203","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"110478","2014BAZ81","DYAD Environmental","3928 E 240 N#1 (just of N Yellowstone Hwy)","Rigby","Jefferson","RCRA Hazardous Waste Sites","43.659958","-111.916869","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3339","2011BAZ1921","DYNAMIC FABRICATORS POST FALLS","2800 W SELTICE WAY","POST FALLS","Kootenai","RCRA Hazardous Waste Sites","47.716128","-116.985588","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3340","2011BAZ1922","DYNAMIC FABRICATORS RATHDRUM","1735 W HWY 53","RATHDRUM","Kootenai","RCRA Hazardous Waste Sites","47.817294","-116.806412","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3345","2011BAZ1932","EAGLE PEAK CONTAINER INC","6250 E MENSER AVE","ATHOL","Kootenai","RCRA Hazardous Waste Sites","47.943631","-116.701164","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3346","2011BAZ1933","EAGLE ROCK ENTERPRISES","1775 AVALON ST","IDAHO FALLS","Bonneville","RCRA Hazardous Waste Sites","43.494068","-112.066802","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3347","2011BAZ1934","EAGLE SILICON LLC","3605 ARTHUR ST","CALDWELL","Canyon","RCRA Hazardous Waste Sites","43.645604","-116.656858","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3348","2011BAZ1935","EAGLE TRANSPORT INC","130 N 12TH ST","MONTPELIER","Bear Lake","RCRA Hazardous Waste Sites","42.318084","-111.312449","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3349","2011BAZ1940","EARL SCHEIB INC","4224 W CHINDEN BLVD","GARDEN CITY","Ada","RCRA Hazardous Waste Sites","43.632125","-116.251913","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"112777","2015BAZ38","EARTH FIRST FLUID RECOVERY","27116 N DOVE HAVEN LN","ATHOL","Kootenai","RCRA Hazardous Waste Sites","47.917663","-116.731745","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3350","2011BAZ1943","EAST EMMETT ORCHARD","2950 E 12TH ST","EMMETT","Gem","RCRA Hazardous Waste Sites","43.858745","-116.463232","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3352","2011BAZ1948","EASTERN IDAHO CLINICAL PATHOLOGY LAB","181 JEFFERSON ST","POCATELLO","Bannock","RCRA Hazardous Waste Sites","42.878462","-112.442095","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"6332","2011BAZ1949","EASTERN IDAHO REGIONAL MEDICAL CENTER","3100 CHANNING WY","IDAHO FALLS","Bonneville","RCRA Hazardous Waste Sites","43.470246","-111.991625","RCRA Hazardous Waste Site, Underground Storage Tanks","","RCRA Hazardous Waste Sites"
"8417","2011BAZ1951","EASTERN IDAHO TECHNICAL COLLEGE","1600 S 25th E","IDAHO FALLS","Bonneville","RCRA Hazardous Waste Sites","43.486151","-111.986282","RCRA Hazardous Waste Site, Underground Storage Tanks","","RCRA Hazardous Waste Sites"
"3353","2011BAZ1953","EASTPORT CUSTOMS SHOOTING RANGE","T40N R2E S15 NE 1/4","EASTPORT","Boundary","RCRA Hazardous Waste Sites","","","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"14356","2012BAZ42","EASY CAR WASH","50 N 300 E","MALAD CITY","Oneida","RCRA Hazardous Waste Sites","42.184","-112.237","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3355","2011BAZ1955","EATON BODY SHOP & TOWING","335 S EMERSON AVE","SHELLEY","Bingham","RCRA Hazardous Waste Sites","43.377645","-112.124864","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3356","2011BAZ1958","EBY BROTHERS INC","8067 W MOSSY CUP ST","BOISE","Ada","RCRA Hazardous Waste Sites","43.577473","-116.2821","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3358","2011BAZ1960","ECHECO ENVIROMENTAL SERVICES","515 W BRIDGE","BLACKFOOT","Bingham","RCRA Hazardous Waste Sites","43.191892","-112.350012","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3359","2011BAZ1962","ECO MAN","301 E ELVA","IDAHO FALLS","Bonneville","RCRA Hazardous Waste Sites","43.504441","-112.028159","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3361","2011BAZ1964","ECONO LUBE N TUNE 326","1630 S HADLEY AVE","BOISE","Ada","RCRA Hazardous Waste Sites","43.590077","-116.292002","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3362","2011BAZ1965","ECONO WASH","460 E 2ND N","MOUNTAIN HOME","Elmore","RCRA Hazardous Waste Sites","43.133762","-115.691209","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"186096","2016BAZ76","E & C REPAIR","161 W FRONTAGE RD N","JEROME","Jerome","RCRA Hazardous Waste Sites","42.727486","-114.549819","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"6336","2011BAZ1967","EDDYS BAKERY","380 N FIVE MILE RD","BOISE","Ada","RCRA Hazardous Waste Sites","43.608285","-116.31386","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","RCRA Hazardous Waste Sites"
"14310","2012BAZ378","EDGE PERFORMANCE KAWASAKI","11494 N WARREN ST","HAYDEN","Kootenai","RCRA Hazardous Waste Sites","47.776","-116.791","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"6337","2011BAZ1970","EDMARK CHEVROLET","345 CALDWELL BLVD (345 NAMPA/CALDWELL BLVD)","NAMPA","Canyon","RCRA Hazardous Waste Sites","43.590877","-116.582998","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","yes","RCRA Hazardous Waste Sites"
"6338","2011BAZ1971","EDMARK GMC PONTIAC BUICK","223 13TH AVE S","NAMPA","Canyon","RCRA Hazardous Waste Sites","43.576835","-116.560669","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","RCRA Hazardous Waste Sites"
"3365","2011BAZ1972","EDMARK GMC PONTIAC BUICK BODY SHOP","215 14TH AVE S","NAMPA","Canyon","RCRA Hazardous Waste Sites","43.576314","-116.559456","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3366","2011BAZ1975","EDMONDS AUTO BODY","2530 E HUDLOW RD","HAYDEN","Kootenai","RCRA Hazardous Waste Sites","47.824240","-116.765454","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"14422","2012BAZ53","ED NEREAUX RACING ENGINES","5050 E SELTICE WAY","POST FALLS","Kootenai","RCRA Hazardous Waste Sites","47.706","-116.881","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3368","2011BAZ1977","EDS RADIATOR","405 20TH ST N","LEWISTON","Nez Perce","RCRA Hazardous Waste Sites","46.424691","-117.004131","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"8423","2011BAZ1979","EDWARDS BROTHERS INC","1875 N HOLMES AVE","IDAHO FALLS","Bonneville","RCRA Hazardous Waste Sites","43.513164","-112.024104","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","RCRA Hazardous Waste Sites"
"3369","2011BAZ1980","EGBERT LINDA & JAMES","GREEN CANYON RD & INKOM RD","INKOM","Bannock","RCRA Hazardous Waste Sites","42.787441","-112.221737","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3341","2011BAZ1924","E & G CONTRACTORS INC","13579 N DEKAY RD","POCATELLO","Bannock","RCRA Hazardous Waste Sites","42.958199","-112.460161","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3376","2011BAZ1991","ELECTRICAL SPECIALIST INC","301 TROY RD","MOSCOW","Latah","RCRA Hazardous Waste Sites","46.724602","-116.997979","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3357","2011BAZ1959","ELECTRONIC CONTROLS CO DIAMOND","833 W DIAMOND ST","BOISE","Ada","RCRA Hazardous Waste Sites","43.568538","-116.191876","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3377","2011BAZ1992","ELECTRONIC CONTROLS CO EXEC","11080 W EXECUTIVE DR","BOISE","Ada","RCRA Hazardous Waste Sites","43.610638","-116.319639","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3378","2011BAZ1993","ELITE CLEANERS","140 E IDAHO ST","MERIDIAN","Ada","RCRA Hazardous Waste Sites","43.611195","-116.390332","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3381","2011BAZ1998","ELK CITY IDAHO HEAP LEACH FACILITY","AMERICAN RIVER RD 1/2 MI NE ELK CITY","ELK CITY","Idaho","RCRA Hazardous Waste Sites","45.831042","-115.43483","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3383","2011BAZ2003","ELK MOUNTAIN FARMS BACKWOODS","WESTSIDE RD BUDWEISER LOOP 23 MI N OF BONNERS FERRY","BONNERS FERRY","Boundary","RCRA Hazardous Waste Sites","48.849588","-116.414663","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3384","2011BAZ2004","ELK MOUNTAIN FARMS BOUNDARY","HWY 95 5 MI N OF BONNERS FERRY","BONNERS FERRY","Boundary","RCRA Hazardous Waste Sites","48.767123","-116.29303","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3385","2011BAZ2005","ELK MOUNTAIN FARMS TAVERN","1 MI W OF PORTHILL","PORTHILL","Boundary","RCRA Hazardous Waste Sites","48.995368","-116.510911","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3386","2011BAZ2006","ELK RIVER MITCHELL SITE","MILL ST & 2ND","ELK RIVER","Clearwater","RCRA Hazardous Waste Sites","46.781482","-116.17982","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3387","2011BAZ2018","EMERALD CLEANERS","826 N 4TH ST","COEUR D ALENE","Kootenai","RCRA Hazardous Waste Sites","47.681126","-116.780739","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3388","2011BAZ2020","EMERALD RECYCLING","902 S 1ST","POCATELLO","Bannock","RCRA Hazardous Waste Sites","42.858008","-112.440405","RCRA Hazardous Waste Site, Underground Storage Tanks","","RCRA Hazardous Waste Sites"
"13808","2011BAZ2019","EMERALD RECYCLING G1","2055 GARRETT WAY BLDG 1 STE 2","POCATELLO","Bannock","RCRA Hazardous Waste Sites","42.879335","-112.462752","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3390","2011BAZ2021","EMERALD SERVICES INC POCATELLO","2055 GARRETT WAY BLDG 5 STE 7","POCATELLO","Bannock","RCRA Hazardous Waste Sites","42.878937","-112.463325","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3391","2011BAZ2026","EMMETT IDAHO PCB SITE","4974 CASCADE RD","EMMETT","Gem","RCRA Hazardous Waste Sites","43.868275","-116.566505","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3392","2011BAZ2028","EMMETT SD 221 EMMETT HS","721 W 12TH","EMMETT","Gem","RCRA Hazardous Waste Sites","43.863847","-116.50906","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3393","2011BAZ2030","EMPIRE AIRLINES ATLAS","11549 N ATLAS RD","HAYDEN","Kootenai","RCRA Hazardous Waste Sites","47.776569","-116.830201","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"6350","2011BAZ2031","EMPIRE AIRLINES INC","10555 AIRPORT DR","HAYDEN","Kootenai","RCRA Hazardous Waste Sites","47.767647","-116.815165","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","RCRA Hazardous Waste Sites"
"6351","2011BAZ2032","EMPIRE INC","427 TROY RD","MOSCOW","Latah","RCRA Hazardous Waste Sites","46.723745","-116.995758","RCRA Hazardous Waste Site, Underground Storage Tanks","","RCRA Hazardous Waste Sites"
"3394","2011BAZ2033","EMPIRE MILL","3.5 MI SW MACKAY IN RIO GRANDE","MACKAY","Custer","RCRA Hazardous Waste Sites","43.892219","-113.670268","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3395","2011BAZ2034","EMPIRE SMELTER SITE","SMELTER AVE","MACKAY","Custer","RCRA Hazardous Waste Sites","43.901169","-113.614847","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"6352","2011BAZ2035","EMPIRE TRANSPORT INC CLOVERDALE","301 N CLOVERDALE RD","BOISE","Ada","RCRA Hazardous Waste Sites","43.60865","-116.335709","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","RCRA Hazardous Waste Sites"
"8440","2011BAZ2036","EMPIRE TRANSPORT INC OVERLAND","2007 W OVERLAND RD","BOISE","Ada","RCRA Hazardous Waste Sites","43.589626","-116.206917","RCRA Hazardous Waste Site, Underground Storage Tanks","","RCRA Hazardous Waste Sites"
"3344","2011BAZ1927","E M TANNER & SONS INC","221 AIRPORT RD","BLACKFOOT","Bingham","RCRA Hazardous Waste Sites","43.197118","-112.346769","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"8441","2011BAZ2037","ENERGY PRODUCTS OF IDAHO","4006 INDUSTRIAL AVE","COEUR D ALENE","Kootenai","RCRA Hazardous Waste Sites","47.723357","-116.839069","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"27630","2013BAZ14","ENGINEERING WORKS LLC","5665 OMAHA DR","BOISE","Ada","RCRA Hazardous Waste Sites","43.55165","-116.290248","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3397","2011BAZ2039","ENGLAND HARRY","4131 N 2200 E (MAYFLOWER RD)","FILER","Twin Falls","RCRA Hazardous Waste Sites","42.597884","-114.615866","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"6353","2011BAZ2040","ENGLANDS COUNTRY CORNER INC","290 N MEADOWVIEW","ARIMO","Bannock","RCRA Hazardous Waste Sites","42.56631","-112.17695","RCRA Hazardous Waste Site, Underground Storage Tanks","","RCRA Hazardous Waste Sites"
"112748","2015BAZ25","ENHANCED RECONDITIONING","2305 N 4TH ST","COEUR D ALENE","Kootenai","RCRA Hazardous Waste Sites","47.698788","-116.781231","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3399","2011BAZ2043","ENVIRONMENTAL MGT SOLUTIONS INC GC1","5111 ALWORTH UNIT B","GARDEN CITY","Ada","RCRA Hazardous Waste Sites","43.646629","-116.266672","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3398","2011BAZ2042","ENVIRONMENTAL MGT SOLUTIONS INC GC2","5111 ALWORTH UNIT G","GARDEN CITY","Ada","RCRA Hazardous Waste Sites","43.646629","-116.266672","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3400","2011BAZ2044","ENVIRONMENTAL MGT SOLUTIONS INC M1","701 N RALSTIN ST","MERIDIAN","Ada","RCRA Hazardous Waste Sites","43.611115","-116.376141","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3401","2011BAZ2045","ENVIRONMENTAL MGT SOLUTIONS INC M2","733 N RALSTIN ST","MERIDIAN","Ada","RCRA Hazardous Waste Sites","43.611426","-116.377114","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"14136","2012BAZ22","ENVIRONMENTAL MGT SOLUTIONS INC NAMPA","201 N KINGS RD STE 116","NAMPA","Canyon","RCRA Hazardous Waste Sites","43.585","-116.534","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3402","2011BAZ2046","ENVIRONMENTAL RESEARCH & DEVELOPMENT","460 W 15 ST","IDAHO FALLS","Bonneville","RCRA Hazardous Waste Sites","43.484821","-112.04238","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3403","2011BAZ2047","ENVIROSAFE SVCS OF AMERICA","2710 SUNRISE RIM RD STE 100","BOISE","Ada","RCRA Hazardous Waste Sites","43.574305","-116.214817","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3404","2011BAZ2048","ENVIROSAFE SVCS OF NORTH AMERICA INC","MISSILE BASE RD","GRAND VIEW","Owyhee","RCRA Hazardous Waste Sites","43.063628","-116.260586","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"8407","2011BAZ1928","E P I SITE REMEDIATION","1112 BLUE LAKES BLVD N","TWIN FALLS","Twin Falls","RCRA Hazardous Waste Sites","42.580358","-114.459668","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","RCRA Hazardous Waste Sites"
"8443","2011BAZ2050","ERICKSON PONTIAC","221 W 4TH S","REXBURG","Madison","RCRA Hazardous Waste Sites","43.817514","-111.790041","RCRA Hazardous Waste Site, Underground Storage Tanks","","RCRA Hazardous Waste Sites"
"3406","2011BAZ2051","ERMALS AUTO BODY INC","471 COLLEGE","IDAHO FALLS","Bonneville","RCRA Hazardous Waste Sites","43.502568","-112.024663","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3408","2011BAZ2054","ESP INC","317 E 37TH ST","GARDEN CITY","Ada","RCRA Hazardous Waste Sites","43.628044","-116.238238","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"5241","2011BAZ6300","ESSENTIAL METALS CORP STULL YARD","1626 BIG CREEK RD","KELLOGG","Shoshone","RCRA Hazardous Waste Sites","47.51107","-116.070342","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"14395","2012BAZ455","ESTHER SIMPLOT PARK","625 N WHITEWATER PARK BLVD","BOISE","Ada","RCRA Hazardous Waste Sites","43.627788","-116.23165","General Remediation, RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"2460","2011BAZ42","EVAPORATED TECHNOLOGIES","245 YELLOWSTONE AVE","POCATELLO","Bannock","RCRA Hazardous Waste Sites","42.87939","-112.4519","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","RCRA Hazardous Waste Sites"
"3411","2011BAZ2064","EVERETT JOHNSON TRUCKING","RT 9","CALDWELL","Canyon","RCRA Hazardous Waste Sites","","","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3412","2011BAZ2065","EVERETT PAUL RECYCLED PARTS","190 MILL RD","MOSCOW","Latah","RCRA Hazardous Waste Sites","46.739544","-116.941556","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3413","2011BAZ2067","EVERGREEN ENVIRONMENTAL GROUP INC","5100 IRVING ST","BOISE","Ada","RCRA Hazardous Waste Sites","43.61466","-116.24446","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"8448","2011BAZ2068","EVERGREEN FOREST","3555 HWY 95","TAMARACK","Adams","RCRA Hazardous Waste Sites","44.955521","-116.387122","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks","","RCRA Hazardous Waste Sites"
"3414","2011BAZ2072","EVERGREEN RESOURCES INC","LT 1 BLK 4 SODA SPRINGS INDUSTRIAL PARK","SODA SPRINGS","Caribou","RCRA Hazardous Waste Sites","42.677052","-111.580914","Brownfields, RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3342","2011BAZ1925","E & W IMPLEMENT CO INC","134 3RD AVE E","GOODING","Gooding","RCRA Hazardous Waste Sites","42.942753","-114.712451","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3416","2011BAZ2075","EXCALIBUR AUTO BODY REPAIR","3008 E MAIN ST","LEWISTON","Nez Perce","RCRA Hazardous Waste Sites","46.417506","-116.989642","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"107649","2013BAZ409","EXCEL FABRICATION LLC","297 WYCOFF CIR","TWIN FALLS","Twin Falls","RCRA Hazardous Waste Sites","42.551041","-114.443325","RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
"3417","2011BAZ2077","EXCEL TRANSPORT","2300 E CHILCO RD","ATHOL","Kootenai","RCRA Hazardous Waste Sites","47.86016","-116.755818","General Remediation, RCRA Hazardous Waste Site","","RCRA Hazardous Waste Sites"
